simulação,mês,faturamento mensal
3037,Mês 02,92400.28
3038,Mês 02,60000.68
3039,Mês 02,80141.65
3040,Mês 02,82821.27
3041,Mês 02,75836.27
3042,Mês 02,80328.20
3043,Mês 02,84595.45
3044,Mês 02,63854.77
3045,Mês 02,90067.50
3046,Mês 02,61824.08
3047,Mês 02,89630.29
3048,Mês 02,83579.32
3049,Mês 02,85755.98
3050,Mês 02,74877.66
3051,Mês 02,84344.77
3052,Mês 02,87498.42
3053,Mês 02,79818.32
3054,Mês 02,86958.84
3055,Mês 02,93776.87
3056,Mês 02,72475.07
3057,Mês 02,83521.92
3058,Mês 02,72703.16
3059,Mês 02,91436.28
3060,Mês 02,74308.88
3061,Mês 02,83875.92
3062,Mês 02,88043.87
3063,Mês 02,68592.31
3064,Mês 02,77391.99
3065,Mês 02,108469.85
3066,Mês 02,67069.21
3067,Mês 02,78825.05
3068,Mês 02,78832.64
3069,Mês 02,81970.30
3070,Mês 02,82930.59
3071,Mês 02,93250.43
3072,Mês 02,80415.20
3073,Mês 02,80857.71
3074,Mês 02,99723.93
3075,Mês 02,79211.07
3076,Mês 02,96986.71
3077,Mês 02,99555.26
3078,Mês 02,85265.76
3079,Mês 02,81439.42
3080,Mês 02,87346.20
3081,Mês 02,60385.44
3082,Mês 02,73448.41
3083,Mês 02,72196.51
3084,Mês 02,88887.47
3085,Mês 02,61709.01
3086,Mês 02,77557.68
3087,Mês 02,64447.17
3088,Mês 02,85073.44
3089,Mês 02,86761.10
3090,Mês 02,81167.48
3091,Mês 02,97337.99
3092,Mês 02,76098.65
3093,Mês 02,76044.61
3094,Mês 02,78038.54
3095,Mês 02,70248.60
3096,Mês 02,75462.35
3097,Mês 02,82880.87
3098,Mês 02,82668.12
3099,Mês 02,93471.30
3100,Mês 02,88478.22
3101,Mês 02,86240.57
3102,Mês 02,73357.29
3103,Mês 02,80290.19
3104,Mês 02,60621.21
3105,Mês 02,85247.31
3106,Mês 02,78395.48
3107,Mês 02,77647.58
3108,Mês 02,76879.40
3109,Mês 02,89255.98
3110,Mês 02,67513.31
3111,Mês 02,71747.02
3112,Mês 02,73773.85
3113,Mês 02,79985.96
3114,Mês 02,72599.51
3115,Mês 02,65232.19
3116,Mês 02,63804.55
3117,Mês 02,85886.22
3118,Mês 02,84569.20
3119,Mês 02,76211.61
3120,Mês 02,73454.46
3121,Mês 02,88434.41
3122,Mês 02,78977.39
3123,Mês 02,89569.02
3124,Mês 02,93515.12
3125,Mês 02,92140.39
3126,Mês 02,62799.27
3127,Mês 02,82254.56
3128,Mês 02,84101.42
3129,Mês 02,85207.51
3130,Mês 02,75653.76
3131,Mês 02,70336.72
3132,Mês 02,97587.55
3133,Mês 02,85129.32
3134,Mês 02,86766.77
3135,Mês 02,77867.56
3136,Mês 02,88949.82
3137,Mês 02,94291.17
3138,Mês 02,95364.63
3139,Mês 02,85726.99
3140,Mês 02,91351.33
3141,Mês 02,65201.37
3142,Mês 02,72369.84
3143,Mês 02,79837.89
3144,Mês 02,87383.37
3145,Mês 02,74668.83
3146,Mês 02,87177.22
3147,Mês 02,77699.80
3148,Mês 02,95615.68
3149,Mês 02,85056.64
3150,Mês 02,79817.34
3151,Mês 02,74348.50
3152,Mês 02,74245.06
3153,Mês 02,91030.42
3154,Mês 02,94076.66
3155,Mês 02,73993.13
3156,Mês 02,68421.63
3157,Mês 02,79486.75
3158,Mês 02,89263.88
3159,Mês 02,78028.53
3160,Mês 02,56855.93
3161,Mês 02,67457.43
3162,Mês 02,87893.35
3163,Mês 02,93301.28
3164,Mês 02,70243.29
3165,Mês 02,64481.04
3166,Mês 02,78640.00
3167,Mês 02,76872.96
3168,Mês 02,80431.27
3169,Mês 02,88488.47
3170,Mês 02,82741.29
3171,Mês 02,74587.57
3172,Mês 02,85031.75
3173,Mês 02,81921.23
3174,Mês 02,75175.25
3175,Mês 02,88255.39
3176,Mês 02,71055.04
3177,Mês 02,81241.98
3178,Mês 02,86504.40
3179,Mês 02,90350.53
3180,Mês 02,79399.45
3181,Mês 02,87026.08
3182,Mês 02,74739.88
3183,Mês 02,75518.89
3184,Mês 02,105888.03
3185,Mês 02,88054.06
3186,Mês 02,79464.21
3187,Mês 02,91272.84
3188,Mês 02,93548.66
3189,Mês 02,105011.69
3190,Mês 02,75450.06
3191,Mês 02,65393.18
3192,Mês 02,83124.66
3193,Mês 02,91967.21
3194,Mês 02,70272.39
3195,Mês 02,72230.75
3196,Mês 02,60474.87
3197,Mês 02,86036.46
3198,Mês 02,73613.59
3199,Mês 02,93261.16
3200,Mês 02,95189.29
3201,Mês 02,78369.06
3202,Mês 02,88240.28
3203,Mês 02,95344.48
3204,Mês 02,65435.70
3205,Mês 02,72455.87
3206,Mês 02,92175.46
3207,Mês 02,75346.28
3208,Mês 02,74028.94
3209,Mês 02,84924.61
3210,Mês 02,76361.27
3211,Mês 02,67419.89
3212,Mês 02,69301.37
3213,Mês 02,77947.67
3214,Mês 02,84321.14
3215,Mês 02,88750.25
3216,Mês 02,80845.74
3217,Mês 02,84988.55
3218,Mês 02,85087.97
3219,Mês 02,65671.61
3220,Mês 02,89804.03
3221,Mês 02,72000.96
3222,Mês 02,85573.09
3223,Mês 02,63260.91
3224,Mês 02,71483.56
3225,Mês 02,79611.72
3226,Mês 02,94320.37
3227,Mês 02,77126.92
3228,Mês 02,86802.80
3229,Mês 02,92758.98
3230,Mês 02,79219.26
3231,Mês 02,95152.31
3232,Mês 02,76746.09
3233,Mês 02,80384.13
3234,Mês 02,83246.24
3235,Mês 02,76561.67
3236,Mês 02,78911.36
3237,Mês 02,65339.12
3238,Mês 02,83618.88
3239,Mês 02,77208.41
3240,Mês 02,70694.88
3241,Mês 02,82118.75
3242,Mês 02,77776.07
3243,Mês 02,80951.19
3244,Mês 02,76190.86
3245,Mês 02,81375.71
3246,Mês 02,70580.66
3247,Mês 02,79467.75
3248,Mês 02,90744.36
3249,Mês 02,77151.21
3250,Mês 02,72917.98
3251,Mês 02,81645.98
3252,Mês 02,74747.12
3253,Mês 02,73889.74
3254,Mês 02,74432.06
3255,Mês 02,72498.78
3256,Mês 02,81439.79
3257,Mês 02,81837.17
3258,Mês 02,71692.75
3259,Mês 02,84775.26
3260,Mês 02,88469.65
3261,Mês 02,89901.74
3262,Mês 02,87367.90
3263,Mês 02,93140.13
3264,Mês 02,73033.15
3265,Mês 02,103319.84
3266,Mês 02,76784.93
3267,Mês 02,79219.18
3268,Mês 02,66235.65
3269,Mês 02,70487.32
3270,Mês 02,77194.39
3271,Mês 02,66390.04
3272,Mês 02,70400.98
3273,Mês 02,100144.22
3274,Mês 02,90002.91
3275,Mês 02,87767.64
3276,Mês 02,71953.11
3277,Mês 02,75568.07
3278,Mês 02,64756.22
3279,Mês 02,60170.96
3280,Mês 02,74779.59
3281,Mês 02,79761.40
3282,Mês 02,86572.85
3283,Mês 02,82908.89
3284,Mês 02,62729.42
3285,Mês 02,82085.93
3286,Mês 02,81882.77
3287,Mês 02,77021.78
3288,Mês 02,94961.03
3289,Mês 02,78659.25
3290,Mês 02,78257.92
3291,Mês 02,75730.41
3292,Mês 02,84611.89
3293,Mês 02,73763.03
3294,Mês 02,53466.21
3295,Mês 02,73865.97
3296,Mês 02,76983.44
3297,Mês 02,81029.40
3298,Mês 02,67232.22
3299,Mês 02,75598.10
3300,Mês 02,82638.27
3301,Mês 02,86521.69
3302,Mês 02,93034.46
3303,Mês 02,79375.48
3304,Mês 02,88138.23
3305,Mês 02,84302.34
3306,Mês 02,85472.67
3307,Mês 02,74652.09
3308,Mês 02,90738.60
3309,Mês 02,97278.75
3310,Mês 02,74824.95
3311,Mês 02,72827.59
3312,Mês 02,91168.65
3313,Mês 02,66719.71
3314,Mês 02,89457.69
3315,Mês 02,83969.99
3316,Mês 02,74515.71
3317,Mês 02,66104.04
3318,Mês 02,86738.88
3319,Mês 02,79737.26
3320,Mês 02,73294.39
3321,Mês 02,97576.81
3322,Mês 02,90260.15
3323,Mês 02,77810.09
3324,Mês 02,85316.32
3325,Mês 02,76966.98
3326,Mês 02,63177.04
3327,Mês 02,80017.44
3328,Mês 02,82051.44
3329,Mês 02,85314.10
3330,Mês 02,93154.20
3331,Mês 02,88142.31
3332,Mês 02,74257.85
3333,Mês 02,63959.46
3334,Mês 02,86165.01
3335,Mês 02,61688.84
3336,Mês 02,74195.22
3337,Mês 02,65211.45
3338,Mês 02,65995.34
3339,Mês 02,79314.03
3340,Mês 02,94815.75
3341,Mês 02,61023.05
3342,Mês 02,91959.05
3343,Mês 02,88666.63
3344,Mês 02,84095.21
3345,Mês 02,79155.99
3346,Mês 02,79966.29
3347,Mês 02,85551.20
3348,Mês 02,77889.71
3349,Mês 02,64060.00
3350,Mês 02,83483.25
3351,Mês 02,88151.83
3352,Mês 02,80439.68
3353,Mês 02,82617.13
3354,Mês 02,87276.02
3355,Mês 02,65310.71
3356,Mês 02,72260.65
3357,Mês 02,67272.73
3358,Mês 02,77183.54
3359,Mês 02,79577.24
3360,Mês 02,86279.15
3361,Mês 02,76376.15
3362,Mês 02,93175.22
3363,Mês 02,87198.62
3364,Mês 02,81984.31
3365,Mês 02,68220.16
3366,Mês 02,72627.07
3367,Mês 02,87626.60
3368,Mês 02,76679.59
3369,Mês 02,81822.02
3370,Mês 02,71533.92
3371,Mês 02,82512.58
3372,Mês 02,86099.17
3373,Mês 02,87053.85
3374,Mês 02,95809.48
3375,Mês 02,90264.16
3376,Mês 02,88555.44
3377,Mês 02,94408.15
3378,Mês 02,84982.80
3379,Mês 02,87218.25
3380,Mês 02,90407.53
3381,Mês 02,93364.90
3382,Mês 02,73595.76
3383,Mês 02,73834.88
3384,Mês 02,71443.36
3385,Mês 02,82575.60
3386,Mês 02,81366.00
3387,Mês 02,107800.26
3388,Mês 02,58924.97
3389,Mês 02,67592.11
3390,Mês 02,96734.68
3391,Mês 02,96547.77
3392,Mês 02,99753.36
3393,Mês 02,90339.11
3394,Mês 02,88593.93
3395,Mês 02,78249.17
3396,Mês 02,90373.62
3397,Mês 02,76655.67
3398,Mês 02,70642.18
3399,Mês 02,74452.33
3400,Mês 02,76921.53
3401,Mês 02,89164.82
3402,Mês 02,85379.08
3403,Mês 02,90923.67
3404,Mês 02,65681.85
3405,Mês 02,56467.67
3406,Mês 02,77526.12
3407,Mês 02,86794.85
3408,Mês 02,76418.17
3409,Mês 02,63756.90
3410,Mês 02,66293.91
3411,Mês 02,74149.69
3412,Mês 02,75242.93
3413,Mês 02,73815.98
3414,Mês 02,79496.84
3415,Mês 02,83366.12
3416,Mês 02,67744.98
3417,Mês 02,79026.52
3418,Mês 02,72368.24
3419,Mês 02,92773.46
3420,Mês 02,68832.70
3421,Mês 02,70533.73
3422,Mês 02,69106.80
3423,Mês 02,80254.69
3424,Mês 02,101954.89
3425,Mês 02,94216.74
3426,Mês 02,93778.38
3427,Mês 02,75821.62
3428,Mês 02,70773.25
3429,Mês 02,70616.32
3430,Mês 02,86970.63
3431,Mês 02,65439.56
3432,Mês 02,69235.61
3433,Mês 02,77753.65
3434,Mês 02,76237.46
3435,Mês 02,81577.86
3436,Mês 02,82414.59
3437,Mês 02,95235.50
3438,Mês 02,84152.52
3439,Mês 02,78171.87
3440,Mês 02,76915.93
3441,Mês 02,85215.89
3442,Mês 02,81659.05
3443,Mês 02,68794.99
3444,Mês 02,87516.67
3445,Mês 02,81732.41
3446,Mês 02,71590.49
3447,Mês 02,85269.65
3448,Mês 02,93403.58
3449,Mês 02,70331.17
3450,Mês 02,63416.01
3451,Mês 02,87273.70
3452,Mês 02,88200.12
3453,Mês 02,97456.95
3454,Mês 02,66443.12
3455,Mês 02,76817.57
3456,Mês 02,78136.17
3457,Mês 02,78176.54
3458,Mês 02,78308.12
3459,Mês 02,70998.12
3460,Mês 02,77748.78
3461,Mês 02,84151.24
3462,Mês 02,85091.61
3463,Mês 02,76288.22
3464,Mês 02,71062.98
3465,Mês 02,71524.42
3466,Mês 02,74103.46
3467,Mês 02,66517.98
3468,Mês 02,83192.33
3469,Mês 02,78456.82
3470,Mês 02,74156.35
3471,Mês 02,97625.35
3472,Mês 02,89234.68
3473,Mês 02,95503.73
3474,Mês 02,54438.78
3475,Mês 02,95196.55
3476,Mês 02,101441.71
3477,Mês 02,84176.12
3478,Mês 02,77629.26
3479,Mês 02,101193.72
3480,Mês 02,76580.71
3481,Mês 02,72585.72
3482,Mês 02,53271.05
3483,Mês 02,89060.56
3484,Mês 02,82410.95
3485,Mês 02,72164.95
3486,Mês 02,80272.94
3487,Mês 02,78921.85
3488,Mês 02,81438.82
3489,Mês 02,78578.18
3490,Mês 02,67584.41
3491,Mês 02,70530.67
3492,Mês 02,92730.89
3493,Mês 02,72764.07
3494,Mês 02,75959.93
3495,Mês 02,64620.10
3496,Mês 02,84235.47
3497,Mês 02,73910.02
3498,Mês 02,85414.59
3499,Mês 02,79410.49
3500,Mês 02,82412.21
3501,Mês 02,88680.42
3502,Mês 02,66058.52
3503,Mês 02,83680.27
3504,Mês 02,83623.42
3505,Mês 02,88104.15
3506,Mês 02,91159.34
3507,Mês 02,81791.32
3508,Mês 02,91783.17
3509,Mês 02,88524.41
3510,Mês 02,77357.24
3511,Mês 02,62699.79
3512,Mês 02,92967.74
3513,Mês 02,64521.93
3514,Mês 02,61225.37
3515,Mês 02,53029.43
3516,Mês 02,68663.96
3517,Mês 02,74319.16
3518,Mês 02,71158.69
3519,Mês 02,81808.55
3520,Mês 02,68803.48
3521,Mês 02,85661.75
3522,Mês 02,86802.99
3523,Mês 02,77140.43
3524,Mês 02,80726.41
3525,Mês 02,75907.03
3526,Mês 02,75864.94
3527,Mês 02,94226.26
3528,Mês 02,84967.13
3529,Mês 02,72982.02
3530,Mês 02,81666.77
3531,Mês 02,79796.18
3532,Mês 02,68119.19
3533,Mês 02,85668.67
3534,Mês 02,95811.38
3535,Mês 02,89043.47
3536,Mês 02,86852.46
3537,Mês 02,69577.31
3538,Mês 02,72084.56
3539,Mês 02,78926.24
3540,Mês 02,80577.32
3541,Mês 02,67242.42
3542,Mês 02,94868.27
3543,Mês 02,85652.18
3544,Mês 02,95608.01
3545,Mês 02,73902.92
3546,Mês 02,77533.31
3547,Mês 02,75077.36
3548,Mês 02,78668.25
3549,Mês 02,95245.42
3550,Mês 02,71210.00
3551,Mês 02,82473.71
3552,Mês 02,96457.51
3553,Mês 02,99266.31
3554,Mês 02,71265.89
3555,Mês 02,91021.26
3556,Mês 02,73693.64
3557,Mês 02,74950.10
3558,Mês 02,79314.09
3559,Mês 02,76975.22
3560,Mês 02,93012.30
3561,Mês 02,80893.75
3562,Mês 02,87295.63
3563,Mês 02,86060.43
3564,Mês 02,81904.08
3565,Mês 02,90467.64
3566,Mês 02,63584.89
3567,Mês 02,68320.07
3568,Mês 02,84231.63
3569,Mês 02,68280.99
3570,Mês 02,90100.07
3571,Mês 02,72424.05
3572,Mês 02,80688.32
3573,Mês 02,79788.47
3574,Mês 02,82454.87
3575,Mês 02,68877.55
3576,Mês 02,77169.72
3577,Mês 02,78015.62
3578,Mês 02,94977.58
3579,Mês 02,71400.39
3580,Mês 02,81641.94
3581,Mês 02,88679.64
3582,Mês 02,79490.93
3583,Mês 02,81893.04
3584,Mês 02,81334.08
3585,Mês 02,84479.60
3586,Mês 02,79780.54
3587,Mês 02,85912.11
3588,Mês 02,79292.34
3589,Mês 02,80399.99
3590,Mês 02,79882.80
3591,Mês 02,91253.22
3592,Mês 02,80737.22
3593,Mês 02,85415.19
3594,Mês 02,75182.56
3595,Mês 02,68564.73
3596,Mês 02,82628.52
3597,Mês 02,79787.17
3598,Mês 02,77858.57
3599,Mês 02,71228.68
3600,Mês 02,79259.49
3601,Mês 02,90461.64
3602,Mês 02,86208.57
3603,Mês 02,79730.51
3604,Mês 02,69568.53
3605,Mês 02,91021.77
3606,Mês 02,88603.35
3607,Mês 02,67038.11
3608,Mês 02,82077.07
3609,Mês 02,60614.31
3610,Mês 02,79736.11
3611,Mês 02,61012.78
3612,Mês 02,66073.68
3613,Mês 02,109334.03
3614,Mês 02,75407.22
3615,Mês 02,92797.80
3616,Mês 02,84476.44
3617,Mês 02,97547.19
3618,Mês 02,86619.90
3619,Mês 02,58256.33
3620,Mês 02,96759.25
3621,Mês 02,79421.96
3622,Mês 02,94507.96
3623,Mês 02,78077.93
3624,Mês 02,87577.01
3625,Mês 02,76438.82
3626,Mês 02,63164.70
3627,Mês 02,89019.62
3628,Mês 02,93200.43
3629,Mês 02,82070.61
3630,Mês 02,74091.81
3631,Mês 02,62370.69
3632,Mês 02,103291.81
3633,Mês 02,71855.13
3634,Mês 02,91660.35
3635,Mês 02,81344.45
3636,Mês 02,66133.05
3637,Mês 02,74236.41
3638,Mês 02,72746.99
3639,Mês 02,81694.46
3640,Mês 02,82295.92
3641,Mês 02,74878.62
3642,Mês 02,74154.17
3643,Mês 02,82479.86
3644,Mês 02,94525.88
3645,Mês 02,85219.88
3646,Mês 02,85475.38
3647,Mês 02,87532.20
3648,Mês 02,70585.79
3649,Mês 02,71025.73
3650,Mês 02,91091.70
3651,Mês 02,86514.06
3652,Mês 02,71659.24
3653,Mês 02,88042.66
3654,Mês 02,77774.77
3655,Mês 02,85595.41
3656,Mês 02,77275.91
3657,Mês 02,74146.25
3658,Mês 02,89258.80
3659,Mês 02,58542.41
3660,Mês 02,87299.34
3661,Mês 02,95222.62
3662,Mês 02,82158.64
3663,Mês 02,95742.71
3664,Mês 02,82857.47
3665,Mês 02,84609.33
3666,Mês 02,87336.16
3667,Mês 02,89917.57
3668,Mês 02,84775.80
3669,Mês 02,95429.59
3670,Mês 02,85448.21
3671,Mês 02,84927.91
3672,Mês 02,79899.45
3673,Mês 02,77679.59
3674,Mês 02,88103.76
3675,Mês 02,76136.57
3676,Mês 02,76276.84
3677,Mês 02,84973.09
3678,Mês 02,77136.53
3679,Mês 02,76630.04
3680,Mês 02,66413.62
3681,Mês 02,72163.24
3682,Mês 02,70305.16
3683,Mês 02,86760.57
3684,Mês 02,61429.44
3685,Mês 02,78483.40
3686,Mês 02,75434.67
3687,Mês 02,79579.20
3688,Mês 02,73164.05
3689,Mês 02,82753.13
3690,Mês 02,87750.96
3691,Mês 02,68889.37
3692,Mês 02,79227.78
3693,Mês 02,80234.88
3694,Mês 02,88303.69
3695,Mês 02,83019.72
3696,Mês 02,93858.78
3697,Mês 02,97653.38
3698,Mês 02,85899.02
3699,Mês 02,79160.56
3700,Mês 02,69987.66
3701,Mês 02,82591.79
3702,Mês 02,81275.84
3703,Mês 02,85412.21
3704,Mês 02,81950.03
3705,Mês 02,98640.48
3706,Mês 02,77217.46
3707,Mês 02,74657.02
3708,Mês 02,83242.91
3709,Mês 02,68187.50
3710,Mês 02,75791.76
3711,Mês 02,69542.98
3712,Mês 02,83143.58
3713,Mês 02,84999.81
3714,Mês 02,74717.13
3715,Mês 02,87729.56
3716,Mês 02,87626.11
3717,Mês 02,75458.47
3718,Mês 02,80979.69
3719,Mês 02,91440.28
3720,Mês 02,85636.41
3721,Mês 02,72869.91
3722,Mês 02,96118.79
3723,Mês 02,84173.14
3724,Mês 02,84478.74
3725,Mês 02,95052.64
3726,Mês 02,84033.37
3727,Mês 02,79147.11
3728,Mês 02,75999.98
3729,Mês 02,83748.68
3730,Mês 02,80662.45
3731,Mês 02,92456.31
3732,Mês 02,67021.21
3733,Mês 02,79036.57
3734,Mês 02,79181.44
3735,Mês 02,73973.56
3736,Mês 02,72774.62
3737,Mês 02,72171.70
3738,Mês 02,62157.83
3739,Mês 02,79278.81
3740,Mês 02,58363.40
3741,Mês 02,92255.93
3742,Mês 02,82841.70
3743,Mês 02,83464.72
3744,Mês 02,87782.12
3745,Mês 02,80157.97
3746,Mês 02,86550.18
3747,Mês 02,83308.29
3748,Mês 02,93040.71
3749,Mês 02,74196.82
3750,Mês 02,80138.28
3751,Mês 02,72194.67
3752,Mês 02,83484.07
3753,Mês 02,96524.53
3754,Mês 02,86014.84
3755,Mês 02,99785.91
3756,Mês 02,106877.75
3757,Mês 02,74469.09
3758,Mês 02,82935.05
3759,Mês 02,73853.15
3760,Mês 02,82689.11
3761,Mês 02,88219.46
3762,Mês 02,85733.34
3763,Mês 02,66036.39
3764,Mês 02,84775.37
3765,Mês 02,83167.59
3766,Mês 02,80857.44
3767,Mês 02,81860.69
3768,Mês 02,95080.35
3769,Mês 02,76112.06
3770,Mês 02,77828.09
3771,Mês 02,86886.74
3772,Mês 02,69981.18
3773,Mês 02,90088.32
3774,Mês 02,66657.88
3775,Mês 02,75910.44
3776,Mês 02,73395.61
3777,Mês 02,80808.87
3778,Mês 02,76219.66
3779,Mês 02,65530.73
3780,Mês 02,83875.83
3781,Mês 02,90654.15
3782,Mês 02,96350.02
3783,Mês 02,66536.21
3784,Mês 02,82405.85
3785,Mês 02,67017.07
3786,Mês 02,63094.93
3787,Mês 02,90132.74
3788,Mês 02,88262.96
3789,Mês 02,76699.74
3790,Mês 02,86999.90
3791,Mês 02,88263.58
3792,Mês 02,66021.30
3793,Mês 02,82250.31
3794,Mês 02,71669.40
3795,Mês 02,80280.98
3796,Mês 02,68222.61
3797,Mês 02,75043.98
3798,Mês 02,81078.09
3799,Mês 02,58719.85
3800,Mês 02,96114.25
3801,Mês 02,77197.20
3802,Mês 02,77787.26
3803,Mês 02,81749.37
3804,Mês 02,74292.38
3805,Mês 02,85109.67
3806,Mês 02,78425.63
3807,Mês 02,83294.24
3808,Mês 02,73222.76
3809,Mês 02,79532.56
3810,Mês 02,68055.35
3811,Mês 02,79477.59
3812,Mês 02,100743.83
3813,Mês 02,83866.92
3814,Mês 02,70675.19
3815,Mês 02,82963.03
3816,Mês 02,75311.91
3817,Mês 02,82885.45
3818,Mês 02,79565.61
3819,Mês 02,52626.63
3820,Mês 02,95432.37
3821,Mês 02,104781.85
3822,Mês 02,90608.36
3823,Mês 02,81194.87
3824,Mês 02,83731.33
3825,Mês 02,68558.24
3826,Mês 02,90844.61
3827,Mês 02,96434.07
3828,Mês 02,74805.51
3829,Mês 02,92660.06
3830,Mês 02,83602.29
3831,Mês 02,82856.61
3832,Mês 02,102475.55
3833,Mês 02,60539.73
3834,Mês 02,74038.03
3835,Mês 02,87547.19
3836,Mês 02,79346.26
3837,Mês 02,71830.75
3838,Mês 02,76096.50
3839,Mês 02,81477.21
3840,Mês 02,87850.89
3841,Mês 02,63566.71
3842,Mês 02,82477.19
3843,Mês 02,85228.32
3844,Mês 02,74649.52
3845,Mês 02,77652.27
3846,Mês 02,85787.14
3847,Mês 02,81182.94
3848,Mês 02,82143.74
3849,Mês 02,75297.33
3850,Mês 02,80977.75
3851,Mês 02,73150.79
3852,Mês 02,68780.90
3853,Mês 02,82397.90
3854,Mês 02,91072.59
3855,Mês 02,66125.51
3856,Mês 02,86465.41
3857,Mês 02,80741.64
3858,Mês 02,75968.04
3859,Mês 02,72586.89
3860,Mês 02,85747.02
3861,Mês 02,86529.13
3862,Mês 02,83169.77
3863,Mês 02,79883.90
3864,Mês 02,79672.97
3865,Mês 02,78031.99
3866,Mês 02,89991.48
3867,Mês 02,75184.54
3868,Mês 02,77031.16
3869,Mês 02,92201.20
3870,Mês 02,66047.00
3871,Mês 02,67156.90
3872,Mês 02,73520.91
3873,Mês 02,74146.54
3874,Mês 02,73300.18
3875,Mês 02,80172.01
3876,Mês 02,82135.95
3877,Mês 02,71912.33
3878,Mês 02,85377.32
3879,Mês 02,76312.30
3880,Mês 02,92589.18
3881,Mês 02,59020.79
3882,Mês 02,73488.25
3883,Mês 02,75072.27
3884,Mês 02,89142.23
3885,Mês 02,74773.97
3886,Mês 02,83658.69
3887,Mês 02,103713.08
3888,Mês 02,90683.41
3889,Mês 02,62706.19
3890,Mês 02,85615.25
3891,Mês 02,75047.78
3892,Mês 02,65484.45
3893,Mês 02,89413.19
3894,Mês 02,53967.67
3895,Mês 02,84158.22
3896,Mês 02,66843.59
3897,Mês 02,70392.94
3898,Mês 02,93502.66
3899,Mês 02,71796.20
3900,Mês 02,76252.41
3901,Mês 02,78564.17
3902,Mês 02,71276.55
3903,Mês 02,69302.72
3904,Mês 02,68585.00
3905,Mês 02,88431.43
3906,Mês 02,75530.29
3907,Mês 02,71112.01
3908,Mês 02,73841.25
3909,Mês 02,84666.48
3910,Mês 02,78975.29
3911,Mês 02,64012.79
3912,Mês 02,83443.66
3913,Mês 02,100773.21
3914,Mês 02,91790.37
3915,Mês 02,72931.92
3916,Mês 02,53602.85
3917,Mês 02,69940.43
3918,Mês 02,90871.46
3919,Mês 02,73928.25
3920,Mês 02,103964.01
3921,Mês 02,91939.76
3922,Mês 02,71987.72
3923,Mês 02,80858.79
3924,Mês 02,75011.24
3925,Mês 02,77876.65
3926,Mês 02,70887.76
3927,Mês 02,80018.91
3928,Mês 02,85107.84
3929,Mês 02,62544.87
3930,Mês 02,86436.75
3931,Mês 02,86388.43
3932,Mês 02,81197.25
3933,Mês 02,72908.27
3934,Mês 02,91552.79
3935,Mês 02,76830.28
3936,Mês 02,70019.53
3937,Mês 02,89550.47
3938,Mês 02,75651.10
3939,Mês 02,71737.21
3940,Mês 02,65168.76
3941,Mês 02,84781.45
3942,Mês 02,85017.44
3943,Mês 02,72628.50
3944,Mês 02,91577.71
3945,Mês 02,95611.07
3946,Mês 02,80508.74
3947,Mês 02,76525.54
3948,Mês 02,76963.50
3949,Mês 02,90277.90
3950,Mês 02,75734.16
3951,Mês 02,67345.26
3952,Mês 02,78712.41
3953,Mês 02,75944.96
3954,Mês 02,73179.74
3955,Mês 02,87495.06
3956,Mês 02,76316.58
3957,Mês 02,93236.50
3958,Mês 02,90165.56
3959,Mês 02,89354.50
3960,Mês 02,82738.25
3961,Mês 02,68861.02
3962,Mês 02,77987.62
3963,Mês 02,90061.24
3964,Mês 02,83148.47
3965,Mês 02,84301.29
3966,Mês 02,79077.61
3967,Mês 02,71573.50
3968,Mês 02,83830.99
3969,Mês 02,80728.62
3970,Mês 02,88371.24
3971,Mês 02,80517.94
3972,Mês 02,88820.82
3973,Mês 02,74672.61
3974,Mês 02,95472.38
3975,Mês 02,92061.36
3976,Mês 02,98277.71
3977,Mês 02,63461.21
3978,Mês 02,75830.13
3979,Mês 02,86524.41
3980,Mês 02,76506.61
3981,Mês 02,66534.75
3982,Mês 02,89963.42
3983,Mês 02,59018.17
3984,Mês 02,82870.69
3985,Mês 02,77095.18
3986,Mês 02,75534.83
3987,Mês 02,77120.54
3988,Mês 02,69856.03
3989,Mês 02,86590.90
3990,Mês 02,98230.50
3991,Mês 02,75915.77
3992,Mês 02,87682.00
3993,Mês 02,78602.64
